"PROBE_NAME","ACCNUM","SYMBOL","DESC","ACHROMOSOME","normal1","normal2","normal3","normal4","normal5","normal6","normal7","cancer1","cancer2","cancer3","cancer4","cancer5","cancer6","cancer7"
"34591_at","S79854","DIO3","deiodinase, iodothyronine, type III",14,164.8,110.1,89.5,1005.7,229.3,178.5,315.4,89.7,72.1,144,343,179.6,554.8,58.2
"34592_at","M13932","NA","NA","NA",34208.2,5184.1,635.1,2608.5,73.1,3902.4,15818.2,7181.4,24827.9,10888.2,20547.8,17200.2,28853.9,31566.9
"34593_g_at","M13932","NA","NA","NA",52260,22175.2,29822.9,118957.9,3926.2,31326.5,43607.4,1807.4,20842.6,28392.8,59217.2,33020,27234.4,39170.9
"34594_at","D13644","USP6NL","USP6 N-terminal like",10,157.3,47.1,226.1,255.5,125.2,161,344.3,82.5,127,60.8,77.7,229.9,149.1,110.4
"34595_at","AF105424","MYO1A","myosin IA",12,114,416.8,342.5,282.9,360.1,398.5,416.8,142.2,78.2,74.4,150.1,126.8,96.2,332.1
"34596_at","M73628","CSN3","casein kappa",4,13.2,87.8,89.6,154.1,45.4,377.1,278,19.7,24.2,65.6,59.5,105.5,65.2,152
"34597_at","U42387","PPYR1","pancreatic polypeptide receptor 1",10,75.1,294.1,297.9,243.1,505.3,661.4,191.9,41.1,25,28.7,66.6,155.1,40.3,108.8
"34598_at","X98085","TNR","tenascin R (restrictin, janusin)",1,5.9,55.7,41.2,115.3,55,181.1,59.2,35.8,3.5,2.7,16.1,45.8,7.2,26.6
"34599_at","U82467","TUB","tubby homolog (mouse)",11,35.5,96.2,96.5,717.6,202.8,92.2,104.2,36,23.4,33.7,199,72.7,77.5,85.8
"345_at","D13789","MGAT3","mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",22,36.9,86.8,75.7,34.8,151.5,82.9,113.7,29.9,28.5,20.4,44.6,20.3,31,28.6
"34600_s_at","U54644","TUB","tubby homolog (mouse)",11,118.4,718.4,636.8,721.4,1168.1,282.9,620.5,157.3,146.9,47.9,151.5,439,134.5,258.6
"34601_at","X69116","ZNF37A","zinc finger protein 37A",10,84.4,178.9,513,17.9,66.4,349.1,187.9,12.8,26.6,46.4,54.2,35.5,23.8,77.6
"34602_at","D63160","FCN2","ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)",9,24.8,246.8,67,260.8,176.4,118,133.3,75.3,24.8,11.3,21.7,70.8,32.2,46.2
"34603_at","M33478","PDC","phosducin",1,8.6,22.1,79.2,206.6,338.9,76.9,106.9,29.5,18.9,11.9,9.2,14.3,7.3,82.8
"34604_at","L05568","SLC6A4","solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",17,117.6,732.5,597.7,28.5,705.1,871.2,471.4,91.5,58.1,119.7,162.4,1512.8,80.4,169.5
"34605_at","X52943","ATF7","activating transcription factor 7",12,39.8,358.6,239.4,45.3,157.9,164.7,264.4,102.5,49.9,43.4,22.5,100.7,55.9,148.5
"34606_s_at","X57197","ATF7","activating transcription factor 7",12,265.1,106.8,246.3,114.4,151.7,331.9,447.3,48,34.1,51.5,46,144.6,71.1,179.9
"34607_at","AB023135","ICOS","inducible T-cell co-stimulator",2,144.5,489.8,338,272.5,852,352.3,233.8,79,86.4,100,95.4,220.4,66.6,189.9
"34608_at","M24194","GNB2L1","guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",5,34643.8,8554.7,121.4,16244.2,414.8,10717.3,21343.3,10070.7,20586.1,20899.6,24555.8,15481.6,26238.9,32492.2
"34609_g_at","M24194","GNB2L1","guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",5,12275.5,1165.1,521.1,2863.9,47.1,1336.6,2553.8,8508.3,16860.5,4476.5,4948.5,3468.7,15427.7,30975
"34610_at","W25845","GNB2L1","guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",5,83.9,39.9,56.5,196.4,147.4,82.4,12,87.5,34.8,5.9,30.4,17.7,57,32.8
"34611_at","U57796","ZNF192","zinc finger protein 192",6,10,220,82.4,129.7,75,271.9,157,44.1,25.9,4.9,7.3,9.2,45.4,69.5
"34612_at","L13220","S100G","S100 calcium binding protein G","X",113.8,426.9,934.7,176.9,117.4,248.3,89.5,65.2,57.1,52.3,32.6,11.3,27,51.6
"34613_at","AB029009","ZFR2","zinc finger RNA binding protein 2",19,352.4,172.4,318.1,60.5,257,161.9,184.8,130.2,374.4,39.2,599.5,89.9,120,108.2
"34614_at","U52152","KCNJ9","potassium inwardly-rectifying channel, subfamily J, member 9",1,42.9,239.3,403.8,14,84,246,139.8,4.6,7.6,10,23.8,101.6,29.8,70.6
"34615_at","D78367","KRT12","keratin 12",17,72.1,41.2,623.3,263.4,854.7,344.5,331.8,44.3,314.4,75.3,61.6,79.6,37.3,131.8
"34616_at","M64554","F13B","coagulation factor XIII, B polypeptide",1,6.6,26,183.5,55.3,235.5,64.3,84.1,5.2,23.9,5.5,82.7,117.6,9.1,42.2
"34617_at","D49488","TTPA","tocopherol (alpha) transfer protein",8,28.3,148.6,103.5,49.1,344.8,173.5,40.3,22.8,5.3,4.4,14.8,11.7,3.6,21.8
"34618_at","L38517","IHH","Indian hedgehog",2,85.3,575.4,1470.5,443.1,871.1,263.8,504.1,28.9,32,27.4,27.5,143.6,40.6,57.3
"34619_at","X72925","DSC1","desmocollin 1",18,37.5,314.1,441.2,27,582,79.8,187.8,25,6,8.7,30.6,27,12.2,13.6
"34620_at","M96944","PAX5","paired box 5",9,33.6,228.6,166,753.4,337,333.1,213.1,42.6,39.8,100.1,100.5,76.5,54,100
"34621_at","AF019084","KRT2","keratin 2",12,313.9,1547.4,691.7,663.4,1812.3,1432.4,957.4,256.3,203,245.9,262.1,309.6,179,430.7
"34622_at","U33317","DEFA6","defensin, alpha 6, Paneth cell-specific",8,9.4,43.6,76.3,45.7,102.6,88.5,61.8,7.1,9.5,5.8,5.3,10.9,6.6,33.8
"34623_at","M97925","DEFA5","defensin, alpha 5, Paneth cell-specific",8,92.9,374.5,131.6,69.2,431.3,693.8,118.5,118.9,34.4,129.6,37,65,22.8,62.3
"34624_at","AF004819","CDKN2B","cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)",9,5.1,24,47.6,66,90,70.4,53.7,14.8,6.2,3.6,20.1,48.3,10.4,37.3
"34625_at","X05153","LALBA","lactalbumin, alpha-",12,16.6,324.5,83.3,263.5,186.6,202.9,108.5,34.5,33.6,43.5,85.8,110.3,21.7,86.7
"34626_at","AI391567","HIC1","hypermethylated in cancer 1",17,12.3,68.3,144,45.7,78.4,59,41.1,12.5,18.8,7.6,18.7,30.2,22.2,27.1
"34627_at","X90762","KRT35","keratin 35",17,72.2,316.6,88.4,76.6,436.9,501.9,194,69.6,61.9,51.7,35.3,135.2,57,148.1
"34628_at","Y09321","TAF4B","TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa",18,20.7,212.4,38.6,7.6,45.7,163.6,183.5,15,63.6,22.2,7.1,56.9,31.9,85.4
"34629_at","U79302","TP53I11","tumor protein p53 inducible protein 11",11,46.7,413.4,294,496.2,724.4,195.5,279.8,25.1,50.4,98.2,124.9,241,118.7,148.8
"34630_s_at","AB002355","DNAH9","dynein, axonemal, heavy chain 9",17,22.5,174.1,33.6,202.5,440.8,208.2,219.5,25.4,10.6,124.9,80.7,109.6,122.5,13.2
"34631_at","Y17114","EYA4","eyes absent homolog 4 (Drosophila)",6,70.5,209.9,526.2,10.8,212.9,187.2,136,3,11.9,23.5,4.5,117.5,28.6,11.1
"34632_r_at","Z23091","GP5","glycoprotein V (platelet)",3,6.3,156.7,37.1,85.7,399.5,261,385.2,8.5,51,8.7,66.9,4.9,14.9,156.6
"34633_s_at","L11238","GP5","glycoprotein V (platelet)",3,1.8,13,456.5,15.6,225.7,18.5,11.7,7.3,3,1.9,16,4.6,3.7,17.1
"34634_s_at","U68487","HTR7","5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)",10,422.3,1863,868.6,782.9,2049.3,1682.7,1063.4,499.8,1101.3,754.6,727.4,389.2,928.6,1410.9
"34635_at","U68488","HTR7","5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)",10,228.7,161.8,413.8,453.8,200.1,142.1,222.8,115.5,27.8,25.5,204.1,127.1,23.5,75.2
"34636_at","M23892","ALOX15","arachidonate 15-lipoxygenase",17,451.7,2948.6,1234.8,297.3,1957.9,1261.9,1927.7,366.5,300.1,323.6,380.3,549.4,294.3,617.1
"34637_f_at","M12963","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide",4,33.3,360.9,131.7,91.2,684.4,1355.5,835.3,48,32.4,59.4,31.2,470.3,34,96.2
"34638_r_at","M12963","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide",4,7.6,137.7,25.6,18.2,367.5,332.3,51.1,5.9,14.9,23.9,2.6,101.2,27,69.1
"34639_at","M57732","HNF1A","HNF1 homeobox A",12,32.4,127.1,55.4,40.4,68.4,82.7,70.9,23.4,9.7,7.1,22.5,34.2,13,36.5
"34640_at","X71346","HNF1A","HNF1 homeobox A",12,176.1,580.4,288.1,234.5,1176,803.1,695.3,91.4,158.6,117.1,141.3,206.4,184.7,358.6
"34641_at","X54380","PZP","pregnancy-zone protein",12,68.9,85.4,747.9,182.8,683.7,610.8,241,23.5,55.8,18,19.7,91.2,11.9,54.1
"34642_at","U28964","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",8,189.3,776.2,211.9,451.2,1122.6,1395.5,831,546.9,1979.2,377.2,96,341.7,954.9,1620.7
"34643_at","M58458","RPS4X","ribosomal protein S4, X-linked","X",39259.1,8054.3,2393.8,7193.4,1846.6,15697.7,14104.4,10436.5,20739.7,17005.8,25119,24458,23731.5,37772.3
"34644_at","M17987","B2M","beta-2-microglobulin",15,9835.3,7280.1,822.5,4033,99,484.2,10691.4,8721.4,7475.6,12493.2,20767.9,18043.8,12042.8,19338.4
"34645_at","X55715","RPS3","ribosomal protein S3",11,42361.8,7355.6,1308,23423.6,403.4,10727.4,20322.8,10604.3,23234.6,12864.4,30629.5,23660.1,25873.5,47178.3
"34646_at","Z25749","RPS7","ribosomal protein S7",2,14718.4,1883.7,1669.3,1821.7,58.9,1726.3,2501,7284.8,10066.8,4757.8,3591.5,3632.5,6502.2,14824.9
"34647_at","AF015812","DDX5","DEAD (Asp-Glu-Ala-Asp) box polypeptide 5",17,3362.5,732.8,121.5,694.8,250.8,323,778.2,8227.8,8290.4,5077,3207,3207.5,7674.6,5812
"34648_at","Z12830","SSR1","signal sequence receptor, alpha",6,134.4,735.3,629.3,440.1,909.8,818.2,906.3,482.6,1082.7,303.7,180.9,224.9,686.6,1055.4
"34649_at","M14219","SSR1","signal sequence receptor, alpha",6,196.6,27.1,149.2,46.6,57.6,152.6,200.5,416.9,806.1,218.3,101.9,163.9,398.4,195.7
"34650_at","AJ005036","PDE3A","phosphodiesterase 3A, cGMP-inhibited",12,17.9,52.4,41.5,85.6,75.9,60.8,64.1,14.1,6,11.3,10.5,29.1,14.3,21.9
"34651_at","M58525","COMT","catechol-O-methyltransferase",22,533,186.2,102,99.9,189.6,163.8,486.6,648.8,1551.8,644.3,451.3,824.5,2789.8,1347
"34652_at","U77968","NPAS1","neuronal PAS domain protein 1",19,47,514.5,405.8,107.4,175.8,152.5,438.6,89,63.2,82.1,31.3,80,31.4,155.4
"34653_at","Z33905","RAPSN","receptor-associated protein of the synapse",11,43.3,477.1,1177,98.2,516.6,526.8,229.4,120,138.6,172.1,114.4,150.6,77.2,123.6
"34654_at","AJ224979","MTMR1","myotubularin related protein 1","X",555.2,131.7,297.2,213.9,87.8,420.1,158.6,416.3,444.7,532,288.8,695.7,315,526.8
"34655_at","AI951832","MPP2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",17,229.4,1335,1879.9,600.3,1543.1,1233.3,981.6,307.3,278.9,262.8,280.9,384.6,274.5,769.9
"34656_at","X82895","MPP2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",17,122.6,935,611.7,62.2,903,928.2,227.5,150.1,146.3,129.2,111.2,112.6,75,226.9
"34657_at","AB014529","AKAP11","A kinase (PRKA) anchor protein 11",13,780.2,247.8,60.6,254.7,302.4,328.4,170.3,442.5,1958.4,1756.9,346.4,884.1,378.4,551.9
"34658_at","U15422","PRM2","protamine 2",16,3.9,31.7,47.7,10.8,37.5,23,18,4.2,5.1,2.7,6.7,17.8,4.6,15.5
"34659_at","AB018334","NUP155","nucleoporin 155kDa",5,592.2,79,39.8,51.7,98,93.4,48.2,1887.2,159.8,185.1,428.9,41.5,326.3,192
"34660_at","U64998","RNASE6","ribonuclease, RNase A family, k6",14,90.5,65.5,907.4,326,116.3,411.7,361.1,59.6,118.8,195.9,96.5,198.2,67.2,294
"34661_at","AB002348","CLEC16A","C-type lectin domain family 16, member A",16,308.1,441.1,173.2,196.2,111.4,107.6,362.9,547.5,578.7,693,553.1,744.9,913.6,377.2
"34662_at","W27666","MINA","MYC induced nuclear antigen",3,11.9,89.6,94.5,29,51.7,309,32.4,59.4,100.1,66.6,85.4,119.2,113.5,24.1
"34663_at","M28696","FCGR2B","Fc fragment of IgG, low affinity IIb, receptor (CD32)",1,180.7,567.8,63.2,340.9,718.9,856.4,271.5,148.7,182.4,175.6,270.3,569.7,124.8,555.6
"34664_at","X62573","FCGR2B","Fc fragment of IgG, low affinity IIb, receptor (CD32)",1,24.8,88.9,243.3,130.5,195.5,48.6,69.9,24.4,13,14,35.7,50.8,26.6,23.7
"34665_g_at","X62573","NA","NA","NA",29.2,432.9,402.2,305.6,579.1,489.8,221.6,2.1,20.2,32,36.4,133.7,47.4,122.8
"34666_at","X07834","SOD2","superoxide dismutase 2, mitochondrial",6,124.3,242.4,62.9,43.6,93.6,111.7,167.8,177.8,72.2,65.2,51,9.6,32.4,56.2
"34667_at","U15306","NFX1","nuclear transcription factor, X-box binding 1",9,199.2,225,163.7,362,440.1,379.1,193.5,188.2,415.8,161.9,122.3,103.1,327.9,567.7
"34668_at","D88152","SLC33A1","solute carrier family 33 (acetyl-CoA transporter), member 1",3,926.9,701.1,616,571.2,487.8,552.9,800,209.8,469.1,598.8,652.1,332.8,309.5,725
"34669_at","X96717","TFE3","transcription factor binding to IGHM enhancer 3","X",470.9,326.3,156.1,500,627.2,434.2,609.5,383.9,358.9,404.5,333.2,265,493.8,348
"34670_at","U60899","MAN2B1","mannosidase, alpha, class 2B, member 1",19,527.2,708.8,1686.3,1447.8,54.9,815.1,889.5,409.3,508.5,401.8,560.4,722.7,450.6,965.1
"34671_at","U93867","POLR3C","polymerase (RNA) III (DNA directed) polypeptide C (62kD)",1,258.8,24.5,29.4,437.4,45.2,53.8,31.6,177.8,217.9,112.6,222.3,219.8,349,461
"34672_at","AB011175","TBC1D4","TBC1 domain family, member 4",13,93.5,258.9,100.8,118.1,471.2,391.9,235.6,599.6,1487.3,330.9,116.3,80.2,262.2,125.4
"34673_r_at","AL109689","HDGFRP3","hepatoma-derived growth factor, related protein 3",15,66.1,67.4,576.7,305.6,357.9,177.4,15.7,34.7,59.7,30.4,25.7,113,16.4,12.1
"34674_at","X58079","S100A1","S100 calcium binding protein A1",1,119.8,136.7,43.4,291.9,36.5,59,40.7,9,21.5,1291.2,239.7,31.1,14.3,16.5
"34675_at","AL080210","STON1","stonin 1",2,759.3,36.8,68.3,67.2,92,83.6,62.8,244.5,225.6,250.5,119.7,304.8,359.7,604.8
"34676_at","AB029022","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",2,94.3,65.4,43.3,293.6,336.9,408.4,220.6,88.3,109,77.9,87.9,200.8,189.5,524.9
"34677_f_at","AJ012755","NA","NA","NA",11098.3,282,691.5,4326.7,232.8,218.7,150.8,5875,4962.4,10967.6,4271.7,1648.7,3810.2,2845.8
"34678_at","AL096713","MYOF","myoferlin",10,263.9,544.8,683.8,91.6,415.1,363.2,312.5,67.3,116.3,886.3,144.5,1214.5,105.7,30.7
"34679_at","U07000","BCR","breakpoint cluster region",22,1811.5,1198,3639.3,5929.2,2250.6,2126.3,1705.9,1927.8,951.2,1048.3,1330.8,2717.8,1535.4,957.3
"34680_s_at","D14663","PSMD6","proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",3,832,158,541.5,611.5,102.4,217.6,249.8,962.3,1177.5,1274.5,538.2,670.4,950,702.7
"34681_at","AB002329","SEMA3E","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",7,28.9,21.2,28.3,83.4,60.7,42.5,31.2,41.7,6.7,8.4,71.6,7.6,3.5,15.3
"34682_at","AL050271","NA","NA","NA",118.1,581.7,752.5,113.3,1038.5,383,453,123.8,148.2,122.8,146.7,220.4,218.5,252
"34683_at","U63289","CELF1","CUGBP, Elav-like family member 1",11,145.7,162.3,45.5,23.5,164.1,72.3,361.4,271.7,248,76.5,80.1,21.4,219.9,146.4
"34684_at","L36140","RECQL","RecQ protein-like (DNA helicase Q1-like)",12,33.5,86.5,75.2,85,20,201.3,52.4,67.1,270.3,133.6,15.7,145,199.3,206.4
"34685_at","AI685944","PYROXD1","pyridine nucleotide-disulphide oxidoreductase domain 1",12,182.4,381.7,561.8,54.4,1028.1,493.4,407.3,116.2,429,352.1,183.2,239.4,159.1,141.5
"34686_at","AB028983","ADCY2","adenylate cyclase 2 (brain)",5,33.2,143.2,254.4,529.2,151.7,135.5,109,28.6,17.6,14.7,59.6,43.8,14.5,23
"34687_at","AF052167","MRS2","MRS2 magnesium homeostasis factor homolog (S. cerevisiae)",6,129.2,243.1,758.4,40.4,78.8,114.6,44.9,152.2,204.3,246.3,85.5,85.7,257.7,189.1
"34688_at","AB029001","CAMSAP2","calmodulin regulated spectrin-associated protein family, member 2",1,1117.6,209.7,828.9,277.6,211.7,613.4,385.2,593,1848.5,1425,633.8,566.3,1121,332.8
"34689_at","AJ243797","TREX1","three prime repair exonuclease 1",3,731.9,245.4,182.8,1793.5,351.2,694.7,622.8,558.3,506.8,651.5,972.8,740.2,830.4,353
"34690_at","U66616","SMARCC2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",12,246.3,162.1,154.5,318.6,194.7,486.3,402.8,246.9,588.1,315.5,180,297.9,258.6,56.5
"34691_f_at","AF006087","ARPC4","actin related protein 2/3 complex, subunit 4, 20kDa",3,536.8,1123.2,415.7,625.1,986.8,716.7,877.5,762.7,1380.7,277.5,455.9,285.5,751.6,425.6
"34692_r_at","AF006087","ARPC4","actin related protein 2/3 complex, subunit 4, 20kDa",3,359.1,1731.5,2713,619.5,1270.3,1162.5,1251.8,448.9,832.7,224.1,341.9,504,440.2,295.7
"34693_at","U14550","ST6GALNAC2","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",17,33.5,34.9,241.2,197.2,165.6,59.3,250.8,2.9,11.3,66.2,142.6,670.7,18.1,14.4
"34694_at","U66618","SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",17,87.8,1963.9,351,295.4,1893,550,630.2,940.3,1725.1,185,94.8,103.3,956.1,2163.9
"34695_at","AI816724","SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",17,2337.3,3349.8,1830.5,4956.1,3453.6,3560.2,4648.7,5984.9,2150.2,1688.6,3819.1,1838.5,2123.1,4153.6
"34696_at","U66669","HIBCH","3-hydroxyisobutyryl-CoA hydrolase",2,270,154.1,47.5,45.5,127.2,24.2,148.9,259.1,202.6,230.7,212.6,135.3,105.8,144.3
"34697_at","AF074264","LRP6","low density lipoprotein receptor-related protein 6",12,135.1,469.8,532.5,168.7,488.1,489,858.4,116,110.9,59.1,20.4,176,404.3,365.8
"34698_at","M60165","GNAO1","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",16,11.6,398.9,316.3,375.9,215.3,613.2,695.5,23.9,21.1,11.9,11.4,34.6,23.6,51.2
"34699_at","AL050105","CD2AP","CD2-associated protein",6,180.1,174.9,130.7,27.4,535.2,139.2,140.4,374.2,914.2,417.4,242.4,618.9,542.6,470.7
"346_s_at","D13814","AGTR1","angiotensin II receptor, type 1",3,46.4,137.1,131.6,343.5,413.1,227.3,213.7,68.1,28.7,35,36.3,60.8,41.7,15.3
"34700_at","AF045239","TRIM3","tripartite motif containing 3",11,506.4,169.9,143.8,953,237.7,194.5,277.4,128.3,314.8,534,590,559.9,774.6,437.5
"34701_at","U83192","DLG4","discs, large homolog 4 (Drosophila)",17,348.1,553.9,424,2261.7,317.1,671.3,790.9,325.8,1172,567.6,911.8,247.4,1066.1,1268
"34702_f_at","M27826","psiTPTE22","TPTE pseudogene",22,15.9,5374.3,281.1,39.7,12713.7,5959.5,10590.6,18.7,19.1,13.1,19,557.1,23.2,288.2
"34703_f_at","AA151971","HHLA1","HERV-H LTR-associating 1",8,38,6210.8,801,59.9,13473.6,7182.1,11901.6,56.4,69.9,22.2,42.5,599.4,116.2,532
"34704_r_at","AA151971","HHLA1","HERV-H LTR-associating 1",8,213.7,2730.4,1100.9,650.9,3041,3056.4,1711.8,170.8,209.4,209.5,185.8,525.8,149.9,428.4
"34705_at","AJ224335","TRAPPC3","trafficking protein particle complex 3",1,763.3,517.7,379.2,817.8,299.5,347.5,465.7,692,1010,774.3,604,609.9,1562,2289.9
"34706_at","AB011090","MGA","MAX gene associated",15,507,326.6,279.4,104.7,550.3,491.9,235.2,569.4,374.8,323.6,275.9,391.4,357.9,424.5
"34707_at","U91543","CHD3","chromodomain helicase DNA binding protein 3",17,9209.6,2628.1,1284.1,16375,3017.7,4548.2,2880.3,3210.8,8783.4,4842.1,8985.7,1479.8,8961.3,10267.3
"34708_at","D88587","FCN3","ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen)",1,198.9,563,474.6,259.9,608.2,606.9,691.1,232.1,257.3,161.2,205.3,9791.9,102.7,344.7
"34709_r_at","Z75331","STAG2","stromal antigen 2","X",140.7,57.9,750.3,196.1,343.6,79.1,194.1,82.1,127.9,48.9,80.8,71.2,140.7,126.9
"34710_r_at","AI633189","NA","NA","NA",30.9,10.4,167.5,94.7,18.7,135,14.6,24.1,14.1,1.5,37.7,66.3,16.8,3.3
"34711_at","AA683055","NA","NA","NA",23.8,156.5,621.7,71.1,195.2,166.7,137.3,62.1,15.8,19.9,52.8,28.6,18.1,57.3
"34712_at","AB023227","DNMBP","dynamin binding protein",10,828.2,435.4,519,764.4,956.7,642.3,397.7,304.9,185.8,778.5,614.3,611.8,631.1,515
"34713_at","AB002357","KIF3B","kinesin family member 3B",20,17.2,254.9,469.7,135,100.9,231.9,51.2,92.8,63.5,39.2,38.7,149,220.1,169.5
"34714_at","AL050267","SAMHD1","SAM domain and HD domain 1",20,19.7,21,76.7,199.2,112.7,122.8,176.9,67,19.5,75.5,2.5,88.2,10.9,75.7
"34715_at","U74612","FOXM1","forkhead box M1",12,563.2,165.5,261.6,776.8,185.1,180.8,338.1,1442.3,239.6,406.9,2108.2,141.9,297.6,703.2
"34716_at","AF067730","SRSF10","serine/arginine-rich splicing factor 10",1,198.1,37.3,59.3,61.5,127.4,127.8,177.5,237.5,378.8,103.7,171.2,126.5,318.1,329.4
"34717_s_at","AF047448","SRSF10","serine/arginine-rich splicing factor 10",1,71,26.7,410.2,34.9,44.4,209.6,165.9,85.2,278.4,39.2,55.2,64.2,211.2,211.8
"34718_at","X04434","IGF1R","insulin-like growth factor 1 receptor",15,138.5,64.1,88.9,125.2,49.7,80.2,113.2,39.8,132.7,192,43.7,158.6,180.4,27
"34719_at","AB020645","GLS","glutaminase",2,313.3,156.7,792.6,28.1,279.4,211,202.8,58,838.3,525.5,423.1,1075.3,230.4,177.2
"34720_at","U85193","NFIB","nuclear factor I/B",9,29.6,318.2,104.7,220.6,115.6,638.4,64.4,17.2,9.3,7,15.1,703,225.5,30.9
"34721_at","U42031","FKBP5","FK506 binding protein 5",6,29.7,333,482.8,39.5,220.7,77.6,268.2,121.9,51.7,33.5,46.2,17.4,5.8,34.7
"34722_at","U44385","TIMP2","TIMP metallopeptidase inhibitor 2",17,336.1,1094.4,1190.7,735.7,1307.9,1032.3,1003.4,116.7,317.9,209,317.6,334,232.1,372.2
"34723_at","U79270","COX11","COX11 cytochrome c oxidase assembly homolog (yeast)",17,826.4,49.2,92.2,240.8,449.5,44.5,297.7,706.7,1121.4,467.6,791,326.4,388.6,658.5
"34724_at","AI670100","ARHGAP35","Rho GTPase activating protein 35",19,27.6,135.5,141.8,121.8,153.6,119.3,58.6,86.8,237,59,61.7,139.7,170.5,150.4
"34725_at","M73077","ARHGAP35","Rho GTPase activating protein 35",19,38.5,171.8,745,308,442.1,289.2,157.6,33,81.5,36.3,50.5,36.3,48.6,75.9
"34726_at","U07139","CACNB3","calcium channel, voltage-dependent, beta 3 subunit",12,245.6,589.4,791.5,1480.8,78.6,395.6,344.1,438.5,480.2,425.6,388.5,320.1,238.1,82.4
"34727_at","AI800578","AHCYL1","adenosylhomocysteinase-like 1",1,135.6,66.1,52.6,44,92.1,26.9,102.3,152.4,157.3,79.4,18.9,166.1,393.3,277.8
"34728_g_at","AI800578","AHCYL1","adenosylhomocysteinase-like 1",1,126,25.8,200.5,17.2,44.1,19.5,31,372.4,414.2,237.8,64.1,151.9,898.8,281.3
"34729_at","AB029037","TRO","trophinin","X",151.6,147.9,224.7,258.9,90.2,44.9,67.7,117.2,207.4,148.6,94.2,49.3,149.2,66.5
"34730_g_at","AB029037","TRO","trophinin","X",4875.1,1607.7,178.5,1602,1428.2,1238.5,1290.1,2187.8,1894.6,3202.8,4404.8,76.7,2605,976.9
"34731_at","D80007","PDCD11","programmed cell death 11",10,204.6,127.6,162.6,172.4,99.2,89.7,105.8,235.9,268.2,147.5,346.4,172.6,244.9,267.1
"34732_at","X65873","KIF5B","kinesin family member 5B",10,3.7,9.5,129.7,44.9,18.5,22.4,23.1,23.3,214.8,4.9,15.9,36,62.8,36.2
"34733_at","X85237","SF3A1","splicing factor 3a, subunit 1, 120kDa",22,582.7,358.7,850,213.1,600.2,103.5,518.4,1223.3,888.7,433.6,446.1,251.2,1005.5,730.2
"34734_at","X71661","LMAN1","lectin, mannose-binding, 1",18,50.3,34.1,59.9,15.5,52.6,74.2,8.3,11.3,51.6,19,12.3,16.6,19.1,115.7
"34735_at","U43195","ROCK1","Rho-associated, coiled-coil containing protein kinase 1",18,98.9,439.4,424.9,502.4,466.9,719.2,297.8,244.7,604.7,176.6,91.8,207.2,220,611.7
"34736_at","M25753","CCNB1","cyclin B1",5,383.9,121,268.5,38.8,263.3,406.5,35.6,1510.9,265,279.6,458.7,34.7,215.5,1058.2
"34737_at","AF058718","COG5","component of oligomeric golgi complex 5",7,322.7,86.6,501.6,54.6,738.4,199.2,376.9,232.7,603.8,635.6,301.6,141.1,243.2,470.2
"34738_at","L11931","SHMT1","serine hydroxymethyltransferase 1 (soluble)",17,242.8,474.7,106,583.6,742.8,488.8,308.9,491.4,374.6,209.9,284.9,118.7,262.9,475
"34739_at","W26023","FNBP1L","formin binding protein 1-like",1,271,30.5,414.5,170.4,349.9,226.1,131.7,1083.9,894.5,968.7,331.3,483.5,200.5,359.5
"34740_at","AJ001589","FOXO3","forkhead box O3",6,180.7,861.8,244.2,98.3,1605,2412.8,2204.4,228.9,201.6,157.5,106.9,3444.3,1935.7,3626.6
"34741_at","U18422","TFDP2","transcription factor Dp-2 (E2F dimerization partner 2)",3,69.4,169.9,254.8,328.5,222.4,241.7,58.5,142.5,63.8,104.2,87.6,20.9,17.8,40.8
